event,step,episode,reward_mean,actor_loss,critic_loss,evaluation_primary,episode_reward,episode_length,episode_success,kl_divergence
episode,1913,26,-18.541731816698864,,,,-2.6911294312030076,23,0,
episode,2113,27,-14.707395079179292,,,,-2.782990836974226,200,0,
evaluation,2113,27,,,,0.0,,,,
episode,2137,28,-12.758080508870723,,,,-1.2608966867774725,24,0,
episode,2253,29,-11.032863358083851,,,,15.442642759505429,116,1,
episode,2267,30,-11.119355258926024,,,,-2.4323968148482966,14,0,
optimizer_update,2267,30,,0.05570866630619599,8.531602568096584,,,,,0.01598577736876905
episode,2333,31,-5.977631675394926,,,,17.38639790458977,66,1,
episode,2348,32,-4.98287650545116,,,,-1.2405567418932915,15,0,
episode,2370,33,-3.03017627827227,,,,-2.474299775588559,22,0,
episode,2428,34,1.492798349597026,,,,18.367829875743944,58,1,
episode,2520,35,1.5341654078889175,,,,-22.972946173665118,92,0,
evaluation,2520,35,,,,0.0,,,,
episode,2598,36,-0.14851580391121147,,,,-19.51794154920429,78,0,
episode,2695,37,-3.3235179222697866,,,,-34.53301202055998,97,0,
episode,2711,38,-3.380372599185492,,,,-1.8294434559345243,16,0,
episode,2833,39,-7.244413690494676,,,,-23.197768153586424,122,0,
optimizer_update,2833,39,,-0.020936273943839803,11.757504569159615,,,,,0.021780086965817545
episode,2911,40,-7.682897445073003,,,,-6.817234360631557,78,0,
episode,2922,41,-9.58629285544383,,,,-1.6475561991184948,11,0,
episode,2939,42,-9.614505866334612,,,,-1.5226868508011102,17,0,
episode,3006,43,-11.515128049462051,,,,-21.48052160686295,67,0,
evaluation,3006,43,,,,0.0,,,,
episode,3147,44,-13.217232554218864,,,,1.3467848281757933,141,0,
episode,3347,45,-11.946240112014527,,,,-10.26302175162174,200,0,
optimizer_update,3347,45,,-0.04774515630884303,6.726180288319786,,,,,0.023313282562109332
episode,3416,46,-8.261405920092756,,,,17.330400370013436,69,1,
episode,3453,47,-2.989290074029652,,,,18.188146440071055,37,1,
episode,3643,48,-1.3547031916545051,,,,14.516425367816932,190,1,
evaluation,3643,48,,,,1.0,,,,
episode,3742,49,-1.71200198535765,,,,-26.77075609061786,99,0,
episode,3830,50,-2.9540913059031526,,,,-19.23812756608659,88,0,
episode,3937,51,-3.5134563923269924,,,,-7.2412070633568835,107,0,
optimizer_update,3937,51,,-0.001371429697610438,16.574498653411865,,,,,0.015695560059975834
episode,4137,52,-4.321797004532447,,,,-9.606092972855663,200,0,
evaluation,4137,52,,,,1.0,,,,
episode,4157,53,-2.3179804400119584,,,,-1.4423559616580606,20,0,
episode,4357,54,-1.604787150638538,,,,8.478717721909984,200,0,
episode,4432,55,-2.886282819829124,,,,-23.077978443527595,75,0,
episode,4477,56,-5.313591266339912,,,,-6.942684095094445,45,0,
optimizer_update,4477,56,,-0.012613275398810705,10.300079266230265,,,,,0.020916468256877527
episode,4494,57,-7.3049797245174535,,,,-1.7257381417043507,17,0,
episode,4511,58,-9.017814074887475,,,,-2.6119181358832866,17,0,
evaluation,4511,58,,,,1.0,,,,
episode,4711,59,-6.143827911962696,,,,1.9691055386299248,200,0,
episode,4739,60,-4.567591883490316,,,,-3.4757672813627867,28,0,
episode,4813,61,-3.985320287218818,,,,-1.4184911006418992,74,0,
episode,5013,62,-2.9176094714615277,,,,1.071015184717239,200,0,
optimizer_update,5013,62,,-0.02350085207985507,3.7992207606633506,,,,,0.024337592854054593
evaluation,5013,62,,,,1.0,,,,
episode,5050,63,-3.2134070657747578,,,,-4.400331904790364,37,0,
episode,5250,64,-3.783548749180697,,,,2.7773008878505836,200,0,
episode,5330,65,0.29987447271700807,,,,17.756253775449466,80,1,
episode,5388,66,2.8037531945521463,,,,18.096103123256935,58,1,
episode,5454,67,4.756688268440634,,,,17.80361259718053,66,1,
episode,5654,68,2.849980241552018,,,,-21.67899840476946,200,0,
optimizer_update,5654,68,,-0.11051297456618737,7.394184703176672,,,,,0.02774986372837289
evaluation,5654,68,,,,1.0,,,,
episode,5745,69,3.338477953460554,,,,6.854082657715306,91,0,
episode,5945,70,4.519717223044227,,,,8.336625414473929,200,0,
episode,6000,71,4.932924390446602,,,,2.713580573381856,55,0,
optimizer_update,6000,71,,-0.020073626345644396,2.89350896080335,,,,,0.009798867472757896
evaluation,6000,71,,,,1.0,,,,
